quota,instcd,brcd,Cat,SubCat,TSeat,stcd1,stcd2,stcd3,stcd4,stcd5,stcd6,stcd7,stcd8,stcd9,stcd10
HS,NRA,BMD,SC,PH,1,CG,,,,,,,,,
HS,NRA,BMD,ST,NO,2,CG,,,,,,,,,
HS,NRA,BMD,ST,PH,0,CG,,,,,,,,,
HS,NRA,BMD,BC,NO,8,CG,,,,,,,,,
HS,NRA,BMD,BC,PH,1,CG,,,,,,,,,
OS,NRA,BMD,OP,NO,14,CG,,,,,,,,,
OS,NRA,BMD,OP,PH,1,CG,,,,,,,,,
OS,NRA,BMD,SC,NO,5,CG,,,,,,,,,
OS,NRA,BMD,SC,PH,0,CG,,,,,,,,,
OS,NRA,BMD,ST,NO,2,CG,,,,,,,,,
OS,NRA,BMD,ST,PH,0,CG,,,,,,,,,
OS,NRA,BMD,BC,NO,8,CG,,,,,,,,,
OS,NRA,BMD,BC,PH,1,CG,,,,,,,,,
HS,NRA,BTE,OP,NO,14,CG,,,,,,,,,
HS,NRA,BTE,OP,PH,1,CG,,,,,,,,,
HS,NRA,BTE,SC,NO,5,CG,,,,,,,,,
HS,NRA,BTE,SC,PH,0,CG,,,,,,,,,
HS,NRA,BTE,ST,NO,2,CG,,,,,,,,,
HS,NRA,BTE,ST,PH,0,CG,,,,,,,,,
HS,NRA,BTE,BC,NO,8,CG,,,,,,,,,
HS,NRA,BTE,BC,PH,1,CG,,,,,,,,,
OS,NRA,BTE,OP,NO,14,CG,,,,,,,,,
OS,NRA,BTE,OP,PH,1,CG,,,,,,,,,
OS,NRA,BTE,SC,NO,3,CG,,,,,,,,,
OS,NRA,BTE,SC,PH,1,CG,,,,,,,,,
OS,NRA,BTE,ST,NO,3,CG,,,,,,,,,
OS,NRA,BTE,ST,PH,0,CG,,,,,,,,,
OS,NRA,BTE,BC,NO,8,CG,,,,,,,,,
OS,NRA,BTE,BC,PH,1,CG,,,,,,,,,
HS,NRA,CHE,OP,NO,15,CG,,,,,,,,,
HS,NRA,CHE,OP,PH,0,CG,,,,,,,,,
HS,NRA,CHE,SC,NO,4,CG,,,,,,,,,
HS,NRA,CHE,SC,PH,0,CG,,,,,,,,,
HS,NRA,CHE,ST,NO,3,CG,,,,,,,,,
HS,NRA,CHE,ST,PH,0,CG,,,,,,,,,
HS,NRA,CHE,BC,NO,8,CG,,,,,,,,,
HS,NRA,CHE,BC,PH,1,CG,,,,,,,,,
OS,NRA,CHE,OP,NO,14,CG,,,,,,,,,
OS,NRA,CHE,OP,PH,1,CG,,,,,,,,,
OS,NRA,CHE,SC,NO,5,CG,,,,,,,,,
OS,NRA,CHE,SC,PH,0,CG,,,,,,,,,
OS,NRA,CHE,ST,NO,2,CG,,,,,,,,,
OS,NRA,CHE,ST,PH,0,CG,,,,,,,,,
OS,NRA,CHE,BC,NO,9,CG,,,,,,,,,
OS,NRA,CHE,BC,PH,0,CG,,,,,,,,,
HS,NRA,CIV,OP,NO,19,CG,,,,,,,,,
HS,NRA,CIV,OP,PH,1,CG,,,,,,,,,
HS,NRA,CIV,SC,NO,6,CG,,,,,,,,,
HS,NRA,CIV,SC,PH,0,CG,,,,,,,,,
HS,NRA,CIV,ST,NO,3,CG,,,,,,,,,
HS,NRA,CIV,ST,PH,0,CG,,,,,,,,,
HS,NRA,CIV,BC,NO,10,CG,,,,,,,,,
HS,NRA,CIV,BC,PH,0,CG,,,,,,,,,
OS,NRA,CIV,OP,NO,20,CG,,,,,,,,,
OS,NRA,CIV,OP,PH,0,CG,,,,,,,,,
OS,NRA,CIV,SC,NO,5,CG,,,,,,,,,
OS,NRA,CIV,SC,PH,0,CG,,,,,,,,,
OS,NRA,CIV,ST,NO,3,CG,,,,,,,,,
OS,NRA,CIV,ST,PH,0,CG,,,,,,,,,
OS,NRA,CIV,BC,NO,11,CG,,,,,,,,,
OS,NRA,CIV,BC,PH,0,CG,,,,,,,,,
HS,NRA,CSE,OP,NO,22,CG,,,,,,,,,
HS,NRA,CSE,OP,PH,1,CG,,,,,,,,,
HS,NRA,CSE,SC,NO,7,CG,,,,,,,,,
HS,NRA,CSE,SC,PH,0,CG,,,,,,,,,
HS,NRA,CSE,ST,NO,3,CG,,,,,,,,,
HS,NRA,CSE,ST,PH,0,CG,,,,,,,,,
HS,NRA,CSE,BC,NO,12,CG,,,,,,,,,
HS,NRA,CSE,BC,PH,0,CG,,,,,,,,,
OS,NRA,CSE,OP,NO,23,CG,,,,,,,,,
OS,NRA,CSE,OP,PH,1,CG,,,,,,,,,
OS,NRA,CSE,SC,NO,7,CG,,,,,,,,,
OS,NRA,CSE,SC,PH,0,CG,,,,,,,,,
OS,NRA,CSE,ST,NO,4,CG,,,,,,,,,
OS,NRA,CSE,ST,PH,0,CG,,,,,,,,,
OS,NRA,CSE,BC,NO,12,CG,,,,,,,,,
OS,NRA,CSE,BC,PH,0,CG,,,,,,,,,
HS,NRA,ELE,OP,NO,22,CG,,,,,,,,,
HS,NRA,ELE,OP,PH,1,CG,,,,,,,,,
HS,NRA,ELE,SC,NO,7,CG,,,,,,,,,
HS,NRA,ELE,SC,PH,0,CG,,,,,,,,,
HS,NRA,ELE,ST,NO,3,CG,,,,,,,,,
HS,NRA,ELE,ST,PH,0,CG,,,,,,,,,
HS,NRA,ELE,BC,NO,11,CG,,,,,,,,,
HS,NRA,ELE,BC,PH,1,CG,,,,,,,,,
OS,NRA,ELE,OP,NO,23,CG,,,,,,,,,
OS,NRA,ELE,OP,PH,1,CG,,,,,,,,,
OS,NRA,ELE,SC,NO,7,CG,,,,,,,,,
OS,NRA,ELE,SC,PH,0,CG,,,,,,,,,
OS,NRA,ELE,ST,NO,4,CG,,,,,,,,,
OS,NRA,ELE,ST,PH,0,CG,,,,,,,,,
OS,NRA,ELE,BC,NO,12,CG,,,,,,,,,
OS,NRA,ELE,BC,PH,0,CG,,,,,,,,,
HS,NRA,ETE,OP,NO,23,CG,,,,,,,,,
HS,NRA,ETE,OP,PH,1,CG,,,,,,,,,
HS,NRA,ETE,SC,NO,7,CG,,,,,,,,,
HS,NRA,ETE,SC,PH,0,CG,,,,,,,,,
HS,NRA,ETE,ST,NO,4,CG,,,,,,,,,
HS,NRA,ETE,ST,PH,0,CG,,,,,,,,,
HS,NRA,ETE,BC,NO,12,CG,,,,,,,,,
HS,NRA,ETE,BC,PH,0,CG,,,,,,,,,
OS,NRA,ETE,OP,NO,22,CG,,,,,,,,,
OS,NRA,ETE,OP,PH,1,CG,,,,,,,,,
OS,NRA,ETE,SC,NO,7,CG,,,,,,,,,
OS,NRA,ETE,SC,PH,0,CG,,,,,,,,,
OS,NRA,ETE,ST,NO,3,CG,,,,,,,,,
OS,NRA,ETE,ST,PH,0,CG,,,,,,,,,
OS,NRA,ETE,BC,NO,11,CG,,,,,,,,,
OS,NRA,ETE,BC,PH,1,CG,,,,,,,,,
HS,NRA,ITY,OP,NO,23,CG,,,,,,,,,
HS,NRA,ITY,OP,PH,1,CG,,,,,,,,,
HS,NRA,ITY,SC,NO,6,CG,,,,,,,,,
HS,NRA,ITY,SC,PH,1,CG,,,,,,,,,
HS,NRA,ITY,ST,NO,3,CG,,,,,,,,,
HS,NRA,ITY,ST,PH,1,CG,,,,,,,,,
HS,NRA,ITY,BC,NO,12,CG,,,,,,,,,
HS,NRA,ITY,BC,PH,0,CG,,,,,,,,,
OS,NRA,ITY,OP,NO,22,CG,,,,,,,,,
OS,NRA,ITY,OP,PH,1,CG,,,,,,,,,
OS,NRA,ITY,SC,NO,6,CG,,,,,,,,,
OS,NRA,ITY,SC,PH,1,CG,,,,,,,,,
OS,NRA,ITY,ST,NO,2,CG,,,,,,,,,
OS,NRA,ITY,ST,PH,1,CG,,,,,,,,,
OS,NRA,ITY,BC,NO,12,CG,,,,,,,,,
OS,NRA,ITY,BC,PH,0,CG,,,,,,,,,
HS,NRA,MEC,OP,NO,23,CG,,,,,,,,,
HS,NRA,MEC,OP,PH,0,CG,,,,,,,,,
HS,NRA,MEC,SC,NO,7,CG,,,,,,,,,
HS,NRA,MEC,SC,PH,0,CG,,,,,,,,,
HS,NRA,MEC,ST,NO,3,CG,,,,,,,,,
HS,NRA,MEC,ST,PH,0,CG,,,,,,,,,
HS,NRA,MEC,BC,NO,12,CG,,,,,,,,,
HS,NRA,MEC,BC,PH,0,CG,,,,,,,,,
OS,NRA,MEC,OP,NO,24,CG,,,,,,,,,
OS,NRA,MEC,OP,PH,0,CG,,,,,,,,,
OS,NRA,MEC,SC,NO,7,CG,,,,,,,,,
OS,NRA,MEC,SC,PH,0,CG,,,,,,,,,
OS,NRA,MEC,ST,NO,4,CG,,,,,,,,,
OS,NRA,MEC,ST,PH,0,CG,,,,,,,,,
OS,NRA,MEC,BC,NO,12,CG,,,,,,,,,
OS,NRA,MEC,BC,PH,0,CG,,,,,,,,,
HS,NRA,MET,OP,NO,24,CG,,,,,,,,,
HS,NRA,MET,OP,PH,0,CG,,,,,,,,,
HS,NRA,MET,SC,NO,6,CG,,,,,,,,,
HS,NRA,MET,SC,PH,0,CG,,,,,,,,,
HS,NRA,MET,ST,NO,3,CG,,,,,,,,,
HS,NRA,MET,ST,PH,0,CG,,,,,,,,,
HS,NRA,MET,BC,NO,13,CG,,,,,,,,,
HS,NRA,MET,BC,PH,0,CG,,,,,,,,,
OS,NRA,MET,OP,NO,23,CG,,,,,,,,,
OS,NRA,MET,OP,PH,0,CG,,,,,,,,,
OS,NRA,MET,SC,NO,7,CG,,,,,,,,,
OS,NRA,MET,SC,PH,0,CG,,,,,,,,,
OS,NRA,MET,ST,NO,4,CG,,,,,,,,,
OS,NRA,MET,ST,PH,0,CG,,,,,,,,,
OS,NRA,MET,BC,NO,12,CG,,,,,,,,,
OS,NRA,MET,BC,PH,0,CG,,,,,,,,,
HS,NRA,MNM,OP,NO,20,CG,,,,,,,,,
HS,NRA,MNM,OP,PH,0,CG,,,,,,,,,
HS,NRA,MNM,SC,NO,6,CG,,,,,,,,,
HS,NRA,MNM,SC,PH,0,CG,,,,,,,,,
HS,NRA,MNM,ST,NO,3,CG,,,,,,,,,
HS,NRA,MNM,ST,PH,0,CG,,,,,,,,,
HS,NRA,MNM,BC,NO,10,CG,,,,,,,,,
HS,NRA,MNM,BC,PH,0,CG,,,,,,,,,
OS,NRA,MNM,OP,NO,20,CG,,,,,,,,,
OS,NRA,MNM,OP,PH,0,CG,,,,,,,,,
OS,NRA,MNM,SC,NO,5,CG,,,,,,,,,
OS,NRA,MNM,SC,PH,0,CG,,,,,,,,,
OS,NRA,MNM,ST,NO,3,CG,,,,,,,,,
OS,NRA,MNM,ST,PH,0,CG,,,,,,,,,
OS,NRA,MNM,BC,NO,10,CG,,,,,,,,,
OS,NRA,MNM,BC,PH,0,CG,,,,,,,,,
HS,NRO,ARC,OP,NO,7,OR,,,,,,,,,
HS,NRO,ARC,OP,PH,1,OR,,,,,,,,,
HS,NRO,ARC,SC,NO,2,OR,,,,,,,,,
HS,NRO,ARC,SC,PH,0,OR,,,,,,,,,
HS,NRO,ARC,ST,NO,1,OR,,,,,,,,,
HS,NRO,ARC,ST,PH,0,OR,,,,,,,,,
HS,NRO,ARC,BC,NO,4,OR,,,,,,,,,
HS,NRO,ARC,BC,PH,0,OR,,,,,,,,,
OS,NRO,ARC,OP,NO,8,OR,,,,,,,,,
OS,NRO,ARC,OP,PH,0,OR,,,,,,,,,
OS,NRO,ARC,SC,NO,2,OR,,,,,,,,,
OS,NRO,ARC,SC,PH,0,OR,,,,,,,,,
OS,NRO,ARC,ST,NO,1,OR,,,,,,,,,
OS,NRO,ARC,ST,PH,0,OR,,,,,,,,,
OS,NRO,ARC,BC,NO,4,OR,,,,,,,,,
OS,NRO,ARC,BC,PH,0,OR,,,,,,,,,
HS,NRO,BMD,OP,NO,8,OR,,,,,,,,,
HS,NRO,BMD,OP,PH,0,OR,,,,,,,,,
HS,NRO,BMD,SC,NO,2,OR,,,,,,,,,
HS,NRO,BMD,SC,PH,0,OR,,,,,,,,,
HS,NRO,BMD,ST,NO,1,OR,,,,,,,,,
HS,NRO,BMD,ST,PH,0,OR,,,,,,,,,
HS,NRO,BMD,BC,NO,4,OR,,,,,,,,,
HS,NRO,BMD,BC,PH,0,OR,,,,,,,,,
OS,NRO,BMD,OP,NO,8,OR,,,,,,,,,
OS,NRO,BMD,OP,PH,0,OR,,,,,,,,,
OS,NRO,BMD,SC,NO,1,OR,,,,,,,,,
OS,NRO,BMD,SC,PH,1,OR,,,,,,,,,
OS,NRO,BMD,ST,NO,1,OR,,,,,,,,,
OS,NRO,BMD,ST,PH,0,OR,,,,,,,,,
OS,NRO,BMD,BC,NO,4,OR,,,,,,,,,
OS,NRO,BMD,BC,PH,0,OR,,,,,,,,,
HS,NRO,BOT,OP,NO,7,OR,,,,,,,,,
HS,NRO,BOT,OP,PH,1,OR,,,,,,,,,
HS,NRO,BOT,SC,NO,2,OR,,,,,,,,,
HS,NRO,BOT,SC,PH,0,OR,,,,,,,,,
HS,NRO,BOT,ST,NO,1,OR,,,,,,,,,
HS,NRO,BOT,ST,PH,0,OR,,,,,,,,,
HS,NRO,BOT,BC,NO,4,OR,,,,,,,,,
HS,NRO,BOT,BC,PH,0,OR,,,,,,,,,
OS,NRO,BOT,OP,NO,8,OR,,,,,,,,,
OS,NRO,BOT,OP,PH,0,OR,,,,,,,,,
OS,NRO,BOT,SC,NO,2,OR,,,,,,,,,
OS,NRO,BOT,SC,PH,0,OR,,,,,,,,,
OS,NRO,BOT,ST,NO,1,OR,,,,,,,,,
OS,NRO,BOT,ST,PH,0,OR,,,,,,,,,
OS,NRO,BOT,BC,NO,4,OR,,,,,,,,,
OS,NRO,BOT,BC,PH,0,OR,,,,,,,,,
HS,NRO,CEC,OP,NO,3,OR,,,,,,,,,
HS,NRO,CEC,OP,PH,0,OR,,,,,,,,,
HS,NRO,CEC,SC,NO,1,OR,,,,,,,,,
HS,NRO,CEC,SC,PH,0,OR,,,,,,,,,
HS,NRO,CEC,ST,NO,0,OR,,,,,,,,,
HS,NRO,CEC,ST,PH,0,OR,,,,,,,,,
HS,NRO,CEC,BC,NO,1,OR,,,,,,,,,
HS,NRO,CEC,BC,PH,0,OR,,,,,,,,,
OS,NRO,CEC,OP,NO,2,OR,,,,,,,,,
OS,NRO,CEC,OP,PH,0,OR,,,,,,,,,
OS,NRO,CEC,SC,NO,0,OR,,,,,,,,,
OS,NRO,CEC,SC,PH,0,OR,,,,,,,,,
OS,NRO,CEC,ST,NO,1,OR,,,,,,,,,
OS,NRO,CEC,ST,PH,0,OR,,,,,,,,,
OS,NRO,CEC,BC,NO,2,OR,,,,,,,,,
OS,NRO,CEC,BC,PH,0,OR,,,,,,,,,
HS,NRO,CER,OP,NO,7,OR,,,,,,,,,
HS,NRO,CER,OP,PH,1,OR,,,,,,,,,
HS,NRO,CER,SC,NO,3,OR,,,,,,,,,
HS,NRO,CER,SC,PH,0,OR,,,,,,,,,
HS,NRO,CER,ST,NO,1,OR,,,,,,,,,
HS,NRO,CER,ST,PH,0,OR,,,,,,,,,
HS,NRO,CER,BC,NO,5,OR,,,,,,,,,
HS,NRO,CER,BC,PH,0,OR,,,,,,,,,
OS,NRO,CER,OP,NO,9,OR,,,,,,,,,
OS,NRO,CER,OP,PH,0,OR,,,,,,,,,
OS,NRO,CER,SC,NO,3,OR,,,,,,,,,
OS,NRO,CER,SC,PH,0,OR,,,,,,,,,
OS,NRO,CER,ST,NO,2,OR,,,,,,,,,
OS,NRO,CER,ST,PH,0,OR,,,,,,,,,
OS,NRO,CER,BC,NO,3,OR,,,,,,,,,
OS,NRO,CER,BC,PH,1,OR,,,,,,,,,
HS,NRO,CHD,OP,NO,2,OR,,,,,,,,,
HS,NRO,CHD,OP,PH,0,OR,,,,,,,,,
HS,NRO,CHD,SC,NO,0,OR,,,,,,,,,
HS,NRO,CHD,SC,PH,0,OR,,,,,,,,,
HS,NRO,CHD,ST,NO,1,OR,,,,,,,,,
HS,NRO,CHD,ST,PH,0,OR,,,,,,,,,
HS,NRO,CHD,BC,NO,2,OR,,,,,,,,,
HS,NRO,CHD,BC,PH,0,OR,,,,,,,,,
OS,NRO,CHD,OP,NO,3,OR,,,,,,,,,
OS,NRO,CHD,OP,PH,0,OR,,,,,,,,,
OS,NRO,CHD,SC,NO,1,OR,,,,,,,,,
OS,NRO,CHD,SC,PH,0,OR,,,,,,,,,
OS,NRO,CHD,ST,NO,0,OR,,,,,,,,,
OS,NRO,CHD,ST,PH,0,OR,,,,,,,,,
OS,NRO,CHD,BC,NO,1,OR,,,,,,,,,
OS,NRO,CHD,BC,PH,0,OR,,,,,,,,,
HS,NRO,CHE,OP,NO,12,OR,,,,,,,,,
HS,NRO,CHE,OP,PH,0,OR,,,,,,,,,
HS,NRO,CHE,SC,NO,4,OR,,,,,,,,,
HS,NRO,CHE,SC,PH,0,OR,,,,,,,,,
HS,NRO,CHE,ST,NO,2,OR,,,,,,,,,
HS,NRO,CHE,ST,PH,0,OR,,,,,,,,,
HS,NRO,CHE,BC,NO,6,OR,,,,,,,,,
HS,NRO,CHE,BC,PH,1,OR,,,,,,,,,
OS,NRO,CHE,OP,NO,12,OR,,,,,,,,,
OS,NRO,CHE,OP,PH,0,OR,,,,,,,,,
OS,NRO,CHE,SC,NO,4,OR,,,,,,,,,
OS,NRO,CHE,SC,PH,0,OR,,,,,,,,,
OS,NRO,CHE,ST,NO,2,OR,,,,,,,,,
OS,NRO,CHE,ST,PH,0,OR,,,,,,,,,
OS,NRO,CHE,BC,NO,7,OR,,,,,,,,,
OS,NRO,CHE,BC,PH,0,OR,,,,,,,,,
HS,NRO,CHY,OP,NO,8,OR,,,,,,,,,
HS,NRO,CHY,OP,PH,0,OR,,,,,,,,,
HS,NRO,CHY,SC,NO,2,OR,,,,,,,,,
HS,NRO,CHY,SC,PH,0,OR,,,,,,,,,
HS,NRO,CHY,ST,NO,1,OR,,,,,,,,,
HS,NRO,CHY,ST,PH,0,OR,,,,,,,,,
HS,NRO,CHY,BC,NO,4,OR,,,,,,,,,
HS,NRO,CHY,BC,PH,0,OR,,,,,,,,,
OS,NRO,CHY,OP,NO,7,OR,,,,,,,,,
OS,NRO,CHY,OP,PH,0,OR,,,,,,,,,
OS,NRO,CHY,SC,NO,2,OR,,,,,,,,,
OS,NRO,CHY,SC,PH,0,OR,,,,,,,,,
OS,NRO,CHY,ST,NO,2,OR,,,,,,,,,
OS,NRO,CHY,ST,PH,0,OR,,,,,,,,,
OS,NRO,CHY,BC,NO,4,OR,,,,,,,,,
OS,NRO,CHY,BC,PH,0,OR,,,,,,,,,
HS,NRO,CIC,OP,NO,3,OR,,,,,,,,,
HS,NRO,CIC,OP,PH,0,OR,,,,,,,,,
HS,NRO,CIC,SC,NO,0,OR,,,,,,,,,
HS,NRO,CIC,SC,PH,0,OR,,,,,,,,,
HS,NRO,CIC,ST,NO,1,OR,,,,,,,,,
HS,NRO,CIC,ST,PH,0,OR,,,,,,,,,
HS,NRO,CIC,BC,NO,1,OR,,,,,,,,,
HS,NRO,CIC,BC,PH,0,OR,,,,,,,,,
OS,NRO,CIC,OP,NO,2,OR,,,,,,,,,
OS,NRO,CIC,OP,PH,0,OR,,,,,,,,,
OS,NRO,CIC,SC,NO,1,OR,,,,,,,,,
OS,NRO,CIC,SC,PH,0,OR,,,,,,,,,
OS,NRO,CIC,ST,NO,1,OR,,,,,,,,,
OS,NRO,CIC,ST,PH,0,OR,,,,,,,,,
OS,NRO,CIC,BC,NO,1,OR,,,,,,,,,
OS,NRO,CIC,BC,PH,0,OR,,,,,,,,,
HS,NRO,CIR,OP,NO,2,OR,,,,,,,,,
HS,NRO,CIR,OP,PH,0,OR,,,,,,,,,
HS,NRO,CIR,SC,NO,1,OR,,,,,,,,,
HS,NRO,CIR,SC,PH,0,OR,,,,,,,,,
HS,NRO,CIR,ST,NO,0,OR,,,,,,,,,
HS,NRO,CIR,ST,PH,0,OR,,,,,,,,,
HS,NRO,CIR,BC,NO,2,OR,,,,,,,,,
HS,NRO,CIR,BC,PH,0,OR,,,,,,,,,
OS,NRO,CIR,OP,NO,3,OR,,,,,,,,,
OS,NRO,CIR,OP,PH,0,OR,,,,,,,,,
OS,NRO,CIR,SC,NO,1,OR,,,,,,,,,
OS,NRO,CIR,SC,PH,0,OR,,,,,,,,,
OS,NRO,CIR,ST,NO,0,OR,,,,,,,,,
OS,NRO,CIR,ST,PH,0,OR,,,,,,,,,
OS,NRO,CIR,BC,NO,1,OR,,,,,,,,,
OS,NRO,CIR,BC,PH,0,OR,,,,,,,,,
HS,NRO,CIT,OP,NO,3,OR,,,,,,,,,
HS,NRO,CIT,OP,PH,0,OR,,,,,,,,,
HS,NRO,CIT,SC,NO,1,OR,,,,,,,,,
HS,NRO,CIT,SC,PH,0,OR,,,,,,,,,
HS,NRO,CIT,ST,NO,0,OR,,,,,,,,,
HS,NRO,CIT,ST,PH,0,OR,,,,,,,,,
HS,NRO,CIT,BC,NO,1,OR,,,,,,,,,
HS,NRO,CIT,BC,PH,0,OR,,,,,,,,,
OS,NRO,CIT,OP,NO,2,OR,,,,,,,,,
OS,NRO,CIT,OP,PH,0,OR,,,,,,,,,
OS,NRO,CIT,SC,NO,1,OR,,,,,,,,,
OS,NRO,CIT,SC,PH,0,OR,,,,,,,,,
OS,NRO,CIT,ST,NO,0,OR,,,,,,,,,
OS,NRO,CIT,ST,PH,0,OR,,,,,,,,,
OS,NRO,CIT,BC,NO,2,OR,,,,,,,,,
OS,NRO,CIT,BC,PH,0,OR,,,,,,,,,
HS,NRO,CIV,OP,NO,10,OR,,,,,,,,,
HS,NRO,CIV,OP,PH,0,OR,,,,,,,,,
HS,NRO,CIV,SC,NO,3,OR,,,,,,,,,
HS,NRO,CIV,SC,PH,0,OR,,,,,,,,,
HS,NRO,CIV,ST,NO,2,OR,,,,,,,,,
HS,NRO,CIV,ST,PH,0,OR,,,,,,,,,
HS,NRO,CIV,BC,NO,5,OR,,,,,,,,,
HS,NRO,CIV,BC,PH,0,OR,,,,,,,,,
OS,NRO,CIV,OP,NO,9,OR,,,,,,,,,
OS,NRO,CIV,OP,PH,1,OR,,,,,,,,,
OS,NRO,CIV,SC,NO,3,OR,,,,,,,,,
OS,NRO,CIV,SC,PH,0,OR,,,,,,,,,
OS,NRO,CIV,ST,NO,2,OR,,,,,,,,,
OS,NRO,CIV,ST,PH,0,OR,,,,,,,,,
OS,NRO,CIV,BC,NO,5,OR,,,,,,,,,
OS,NRO,CIV,BC,PH,0,OR,,,,,,,,,
HS,NRO,CSE,OP,NO,18,OR,,,,,,,,,
HS,NRO,CSE,OP,PH,0,OR,,,,,,,,,
HS,NRO,CSE,SC,NO,4,OR,,,,,,,,,
HS,NRO,CSE,SC,PH,1,OR,,,,,,,,,
HS,NRO,CSE,ST,NO,3,OR,,,,,,,,,
HS,NRO,CSE,ST,PH,0,OR,,,,,,,,,
HS,NRO,CSE,BC,NO,9,OR,,,,,,,,,
HS,NRO,CSE,BC,PH,0,OR,,,,,,,,,
OS,NRO,CSE,OP,NO,16,OR,,,,,,,,,
OS,NRO,CSE,OP,PH,1,OR,,,,,,,,,
OS,NRO,CSE,SC,NO,5,OR,,,,,,,,,
OS,NRO,CSE,SC,PH,0,OR,,,,,,,,,
OS,NRO,CSE,ST,NO,3,OR,,,,,,,,,
OS,NRO,CSE,ST,PH,0,OR,,,,,,,,,
OS,NRO,CSE,BC,NO,10,OR,,,,,,,,,
OS,NRO,CSE,BC,PH,0,OR,,,,,,,,,
HS,NRO,CSS,OP,NO,2,OR,,,,,,,,,
HS,NRO,CSS,OP,PH,0,OR,,,,,,,,,
HS,NRO,CSS,SC,NO,0,OR,,,,,,,,,
HS,NRO,CSS,SC,PH,0,OR,,,,,,,,,
HS,NRO,CSS,ST,NO,1,OR,,,,,,,,,
HS,NRO,CSS,ST,PH,0,OR,,,,,,,,,
HS,NRO,CSS,BC,NO,2,OR,,,,,,,,,
HS,NRO,CSS,BC,PH,0,OR,,,,,,,,,
OS,NRO,CSS,OP,NO,3,OR,,,,,,,,,
OS,NRO,CSS,OP,PH,0,OR,,,,,,,,,
OS,NRO,CSS,SC,NO,1,OR,,,,,,,,,
OS,NRO,CSS,SC,PH,0,OR,,,,,,,,,
OS,NRO,CSS,ST,NO,0,OR,,,,,,,,,
OS,NRO,CSS,ST,PH,0,OR,,,,,,,,,
OS,NRO,CSS,BC,NO,1,OR,,,,,,,,,
OS,NRO,CSS,BC,PH,0,OR,,,,,,,,,
HS,NRO,ECE,OP,NO,8,OR,,,,,,,,,
HS,NRO,ECE,OP,PH,1,OR,,,,,,,,,
HS,NRO,ECE,SC,NO,3,OR,,,,,,,,,
HS,NRO,ECE,SC,PH,0,OR,,,,,,,,,
HS,NRO,ECE,ST,NO,1,OR,,,,,,,,,
HS,NRO,ECE,ST,PH,0,OR,,,,,,,,,
HS,NRO,ECE,BC,NO,5,OR,,,,,,,,,
HS,NRO,ECE,BC,PH,0,OR,,,,,,,,,
OS,NRO,ECE,OP,NO,9,OR,,,,,,,,,
OS,NRO,ECE,OP,PH,0,OR,,,,,,,,,
OS,NRO,ECE,SC,NO,2,OR,,,,,,,,,
OS,NRO,ECE,SC,PH,0,OR,,,,,,,,,
OS,NRO,ECE,ST,NO,1,OR,,,,,,,,,
OS,NRO,ECE,ST,PH,0,OR,,,,,,,,,
OS,NRO,ECE,BC,NO,4,OR,,,,,,,,,
OS,NRO,ECE,BC,PH,1,OR,,,,,,,,,
HS,NRO,ECN,OP,NO,2,OR,,,,,,,,,
HS,NRO,ECN,OP,PH,0,OR,,,,,,,,,
HS,NRO,ECN,SC,NO,1,OR,,,,,,,,,
HS,NRO,ECN,SC,PH,0,OR,,,,,,,,,
HS,NRO,ECN,ST,NO,0,OR,,,,,,,,,
HS,NRO,ECN,ST,PH,0,OR,,,,,,,,,
HS,NRO,ECN,BC,NO,2,OR,,,,,,,,,
HS,NRO,ECN,BC,PH,0,OR,,,,,,,,,
OS,NRO,ECN,OP,NO,3,OR,,,,,,,,,
OS,NRO,ECN,OP,PH,0,OR,,,,,,,,,
OS,NRO,ECN,SC,NO,1,OR,,,,,,,,,
OS,NRO,ECN,SC,PH,0,OR,,,,,,,,,
OS,NRO,ECN,ST,NO,0,OR,,,,,,,,,
OS,NRO,ECN,ST,PH,0,OR,,,,,,,,,
OS,NRO,ECN,BC,NO,1,OR,,,,,,,,,
OS,NRO,ECN,BC,PH,0,OR,,,,,,,,,
HS,NRO,ECV,OP,NO,3,OR,,,,,,,,,
HS,NRO,ECV,OP,PH,0,OR,,,,,,,,,
HS,NRO,ECV,SC,NO,1,OR,,,,,,,,,
HS,NRO,ECV,SC,PH,0,OR,,,,,,,,,
HS,NRO,ECV,ST,NO,0,OR,,,,,,,,,
HS,NRO,ECV,ST,PH,0,OR,,,,,,,,,
HS,NRO,ECV,BC,NO,1,OR,,,,,,,,,
HS,NRO,ECV,BC,PH,0,OR,,,,,,,,,
OS,NRO,ECV,OP,NO,3,OR,,,,,,,,,
OS,NRO,ECV,OP,PH,0,OR,,,,,,,,,
OS,NRO,ECV,SC,NO,1,OR,,,,,,,,,
OS,NRO,ECV,SC,PH,0,OR,,,,,,,,,
OS,NRO,ECV,ST,NO,0,OR,,,,,,,,,
OS,NRO,ECV,ST,PH,0,OR,,,,,,,,,
OS,NRO,ECV,BC,NO,1,OR,,,,,,,,,
OS,NRO,ECV,BC,PH,0,OR,,,,,,,,,
HS,NRO,EEA,OP,NO,3,OR,,,,,,,,,
HS,NRO,EEA,OP,PH,0,OR,,,,,,,,,
HS,NRO,EEA,SC,NO,0,OR,,,,,,,,,
HS,NRO,EEA,SC,PH,0,OR,,,,,,,,,
HS,NRO,EEA,ST,NO,1,OR,,,,,,,,,
